	kirParser	hopsParser	stanzaParser	trankitParser	udifyParser
a	0.09192509656095427	0.08766302155789607	0.09411494735143111	0.05259833334783759	0.14925761731271514
b	4.314802964979575	2.4129680259691497	1.7926962929554118	3.687944024282279	24.21244566160388
